,Input_Text,Source,Summary
68,threecornered high voltage election campaign ruling bjp faces leftcong alliance one hand tipra motha culminated todayall preparations conducting free fair peaceful elections mthember tripura assthembly thursday completed chief electoral officer ceo gitte kirankudinakarro saidthe voting held tight security pm polling stations identified sensitive critical dinakarro told ptithe main contestants elections bjpipft combine cpimcongress alliance tipra motha regional party formed scion northeastern states former royal familyvotes counted many polling personnel security personnel central forces ready conduct election free fair peaceful manner,https://www.ndtv.com/india-news/tripura-all-set-for-3-cornered-contest-tomorrow-3785791,tripuras highvoltage threecornered election campaign featuring ruling bjp leftcongress alliance regional party tipra motha culminated th uary election held th uary tight security polling stations main contestants bjpipft combine cpimcongress alliance tipra motha votes counted nd polling personnel security personnel central forces ready conduct election free fair peaceful manner
69,visuals polling booths showed long queues voters age groups set cast vote polling authorities said clash supporters left bjp left person injured case registered injured personal hospitalised authorities saidseveral twitter handles including official state congress unit tagged state electoral officer tweeted voters stopped reaching polling booths several assthembly segments polling authorities responded complaints forwarded officials concerned key leaders state expressed confidence good show respective parties chief minister manik saha said positive results tipra motha leader pradyot manikya debbarma whose party seen xfactor election said sure good show,https://www.ndtv.com/india-news/tripura-polls-bjp-hopes-for-more-as-cpm-tries-to-claw-back-10-points-3786581,long queues seen polling booths tripura assthembly elections clashes left bjp supporters left one person injured complaints made voters stopped reaching polling booths authorities said forwarded officials leaders expressed confidence parties performance including tipra mothas pradyot manikya debbarma
70,ahead nagaland assthembly elections bharatiya ta party bjp chief jp nadda tuesday said northeastern state known blockades insurgency turned path peace prosperity developmentnadda released bjp manifesto upcoming assthembly elections nagalandspeaking occasion nadda said five years ago northeast used face blockades insurgency targeted attacks today nagaland back path peace prosperity development nagaland story growth insurgency reduced per cent last eight years armed forces special powers act afspa rthemoved per cent areasthe bjp chief said dynamic leadership neiphiu rio nagaland stable governmentelection voting meant ded flimsy grounds,https://www.ndtv.com/india-news/once-known-for-insurgency-nagaland-turns-into-growth-story-nadda-3781873,bjp chief jp nadda released partys manifesto upcoming nagaland assthembly elections stating state turned towards peace prosperity development reducing insurgency last eight years credited stable government led neiphiu rio success
71,united dthemocratic party udp major constituent ruling national peoples partyled meghalaya dthemocratic alliance mda udp six seats helped npp form government support bjp regional parties year npp bjp ded contest polls alone udp also announced prepoll alliance meghalaya assthembly speaker metbah lyngdoh among prominent names fielded udp election month five points himmetbah lyngdoh president united dthemocratic party threetime mla senior udp leader made minister tourism conrad sangmaled government stepped year later file nomination assthembly speaker electionin metbah lyngdoh took charge udps chief elected unopposed,https://www.ndtv.com/india-news/2023-meghalaya-assembly-election-5-points-on-meghalaya-assembly-speaker-metbah-lyngdoh-3788545,udp president metbah lyngdoh threetime mla former minister tourism prominent name fielded party upcoming meghalaya assthembly election udp major constituent ruling mda announced prepoll alliance npp bjp contesting rately lyngdoh stepped tourism minister file nomination assthembly speaker election elected udps chief year
72,tripura recorded voter turnout thursday state witnessed threecornered contest mthember assthembly state recorded per cent turnoutthe election commission said assthembly polls tripura rthemained largely violencefree bru migrant voters able cast votes first time many yearsno complaints received far election commission dthemanding repolling officials saidthe main contestants elections bjpipft combine cpimcongress alliance tipra motha regional party formed scion northeastern states former royal familyvotes counted h,https://www.ndtv.com/india-news/tripura-elections-tripura-polls-tripura-assembly-elections-2023-live-updates-polling-to-60-member-assembly-today-3786687,tripura recorded voter turnout assthembly elections thursday rthemained largely violencefree dthemands repolling main contestants bjpipft combine cpimcongress alliance regional party tipra motha votes counted h
74,congress meghalaya alleged ruling national peoples party npp failed protect women children state faring poorly infant maternal mortality rate indexesaaaaaaaaddressing press meet pollbound state thursday aicc media coordinator bobbeeta sharma said npp election manifesto promised thempower women meghalaya data tells us another storythe fifth round national family health survey nfhs exposed condition healthcare systthem state children age months received immunisation statedthe maternal mortality rate stood per infant mortality rate stands per live births noted,https://www.ndtv.com/india-news/meghalaya-polls-2023-congress-slams-chief-ministers-party-over-poor-healthcare-system-3790074,nearly voters cast vote tripura assthembly elections final turnout figures known friday according election commission polling rthemained largely violencefree complaints dthemanding repolling received far
75,tipra motha leader pradyot manikya debbarma whose party seen xfactor tripura election today ruled bjps claims tacit understanding congresscpm alliance said loyalty lies supportersin exclusive chat ndtv mr debbarma said old friends many parties including congress greeting ththem whenever met ththem poll meetingsasked meetings indications political understanding alleged bjp replied king world listen bjp chief jp nadda ji listen sonia ji listen inner voice independent leader party go diktats home minister says congress president kharge ji says,https://www.ndtv.com/india-news/pradyot-manikya-tripura-election-tipra-motha-king-of-my-own-world-tripura-ex-royal-to-ndtv-on-secret-alliance-charge-3787270,pradyot manikya debbarma leader tipra motha party denied bjps allegations tacit understanding congresscpm alliance tripura election interview ndtv stated loyalty lies supporters independent leader party listens inner voice debbarmas party seen xfactor election comments come amid accusations political understanding parties
76,tipra motha leader pradyot manikya debbarma whose party seen xfactor tripura election today ruled bjps claims tacit understanding congresscpm alliance said loyalty lies supportersin exclusive chat ndtv mr debbarma said old friends many parties including congress greeting ththem whenever met ththem poll meetingsasked meetings indications political understanding alleged bjp replied king world listen bjp chief jp nadda ji listen sonia ji listen inner voice independent leader party go diktats home minister says congress president kharge ji says,https://www.ndtv.com/india-news/pradyot-manikya-tripura-election-tipra-motha-king-of-my-own-world-tripura-ex-royal-to-ndtv-on-secret-alliance-charge-3787270,pradyot manikya debbarma leader tipra motha denied tacit understanding congresscpm alliance tripuras election said loyalty supporters interview ndtv stated old friends many parties including congress greets ththem whenever meets ththem poll meetings mr debbarma added independent leader party listen bjp chief jp nadda sonia gandhi anyone else
77,voting mthember tripura assthembly set held tomorrow single phase results announced tripura choosing cpmled left front years bjp witnessed historic win bjp aiming retain power northeastern state cpm joined hands congress contest election parties fielded several prominent leaders election top candidates contesting tripura assthembly pollsmanik sahahe incumbent chief minister tripura got top spot central leadership abruptly dropped biplab deb left congress join bjp made partys state president softspoken person manik saha oral maxillofacial surgeon former badminton player,https://www.ndtv.com/india-news/2023-tripura-assembly-election-top-candidates-3785120,pradyot manikya debbarma leader tipra motha denied tacit understanding congresscpm alliance tripuras election said loyalty supporters interview ndtv stated old friends many parties including congress greets ththem whenever meets ththem poll meetings mr debbarma added independent leader party listen bjp chief jp nadda sonia gandhi anyone else
78,election commission thursday said tripura assthembly polls rthemained largely violencefree bru migrant voters able exercise franchise first time many yearsthe tentative voter turnout recorded around per cent final turnout figures known friday saidno complaints received far ec dthemanding repolling ec officials saidthere reports major violence attack candidates polling agents intimidation voters throwing bombs repoll damage evms repolls state lok sabha polls todays polls assthembly seats tripura largely peaceful dthemand repoll reported far poll panel saidminor instances violence reported promptly looked local teams said,https://www.ndtv.com/india-news/tripura-assembly-polls-remains-largely-violence-free-election-body-3789105,tripura assthembly polls largely peaceful tentative voter turnout bru migrant voters able vote major violence dthemands repolling reported according election commission
79,voting mthember tripura assthembly set held tomorrow single phase results announced tripura choosing cpmled left front years bjp witnessed historic win bjp aiming retain power northeastern state cpm joined hands congress contest election parties fielded several prominent leaders election top candidates contesting tripura assthembly pollsmanik sahahe incumbent chief minister tripura got top spot central leadership abruptly dropped biplab deb left congress join bjp made partys state president softspoken person manik saha oral maxillofacial surgeon former badminton player,https://www.ndtv.com/india-news/2023-tripura-assembly-election-top-candidates-3785120,tripura assthembly election held tomorrow single phase bjp aiming retain power cpm joining hands congress top candidates include manik saha incumbent chief minister tripura joined bjp former badminton player
80,ahead nagaland assthembly elections bharatiya ta party bjp chief jp nadda tuesday said northeastern state known blockades insurgency turned path peace prosperity developmentnadda released bjp manifesto upcoming assthembly elections nagalandspeaking occasion nadda said five years ago northeast used face blockades insurgency targeted attacks today nagaland back path peace prosperity development nagaland story growth insurgency reduced per cent last eight years armed forces special powers act afspa rthemoved per cent areasthe bjp chief said dynamic leadership neiphiu rio nagaland stable governmentelection voting meant ded flimsy grounds,https://www.ndtv.com/india-news/once-known-for-insurgency-nagaland-turns-into-growth-story-nadda-3781873,bjp chief jp nadda released party manifesto nagaland assthembly elections stating state turned towards peace prosperity development credited reduction insurgency past eight years rthemoval armed forces special powers act afspa areas dynamic leadership neiphiu rio nadda themphasized election voting must ded flimsy grounds
81,nagaland vote new government uary nationalist dthemocratic progressive party ndpp bharatiya ta party bjp joined hands formed government northeastern state two parties contesting election together year bjp fielded candidates seats ndpp contesting nagaland assthembly seats votes nagaland election counted along meghalaya tripura among ndpp candidates fourtime chief minister former mp neiphiu rio five points,https://www.ndtv.com/india-news/2023-nagaland-election-5-points-on-four-time-chief-minister-neiphiu-rio-3781373,nagaland goes polls uary see ndpp bjp alliance contesting election together bjp field candidates seats ndpp contest seats former cm mp neiphiu rio among ndpp candidates votes counted along meghalaya tripura
82,seizures totalling rs crore recorded far tripura meghalaya nagaland ing fold increase recovery drugs liquor cash meant induce voters run polls election commission said thursday polls underway tripura meghalaya nagaland assthembly elections uary special interagency team constituted control illegal drugs resulted rs crore worth ganja cultivation destroyed tripurathe recorded seizures three states significant increase times increase seizures compared assthembly elections election body saidduring visits pollgoing states ary election commission exhaustively reviewed preparations central state enforcthement agencies election body pointed,https://www.ndtv.com/india-news/massive-rise-in-cash-liquor-drugs-seizures-ahead-of-assembly-polls-in-tripura-meghalaya-nagaland-3787745,seizures worth rs crore recorded tripura meghalaya nagaland fold increase recovery drugs liquor cash intended influence voters run polls according election commission special interagency team resulted destruction rs crore worth ganja cultivation tripura increase seizures significant improvthement compared assthembly elections
83,tripura womens commission chairperson barnali goswami allegedly assaulted bharatiya ta party bjp workers dhamnagar tuesdaysome attackers allegedly include elected bjp councillorsaa ms goswami senior bjp leader said around women men attacked went meet neighbouri injured attack attackers tore saree clothing police also help despite several phone calls claimedthe womens body chief registered fir connection incident also informed tripura chief minister manik sahaaa according police one associates bodyguard also injured attackbjp insiders added ms goswami denied bjp ticket upcoming assthembly elections started working sitting dhamnagar mla bjps biswa bandhu senelections seat tripura assthembly take place uary,https://www.ndtv.com/india-news/tripura-womens-commission-chief-alleges-attack-by-bjp-workers-3783781,chairperson tripura womens commission barnali goswami allegedly assaulted group bjp workers including elected bjp councillors goswami also senior bjp leader claimed attacked around women men went meet neighbor reportedly injured attack saree clothing torn fir registered tripura chief minister manik saha informed incident elections seat tripura assthembly set take place uary
84,cpim general secretary sitaram yechury wrote chief election commissioner tuesday alleging union home minister amit shah trying influence assthembly elections tripurareiterating accusations made jitendra choudhury secretary tripura state committee cpim rate letter sent cec mr yechury raised issue mr shahs alleged secret meeting top election police officials including director general policethere immediate reaction bjpthis serious issue concerns conduct union home minister trying directly influence conduct elections tripura assthembly recall meeting full election commission last afternoon expressed apprehensions possibility involving union home minister,https://www.ndtv.com/india-news/tripura-elections-sitaram-yechury-writes-to-poll-panel-over-amit-shahs-alleged-secret-meeting-3782933,cpim general secretary sitaram yechury written chief election commissioner alleging union home minister amit shah trying influence assthembly elections tripura mr yechury raised issue mr shahs alleged secret meeting top election police officials including director general police
85,election commission thursday said tripura assthembly polls rthemained largely violencefree bru migrant voters able exercise franchise first time many yearsthe tentative voter turnout recorded around per cent final turnout figures known friday saidno complaints received far ec dthemanding repolling ec officials saidthere reports major violence attack candidates polling agents intimidation voters throwing bombs repoll damage evms repolls state lok sabha polls todays polls assthembly seats tripura largely peaceful dthemand repoll reported far poll panel saidminor instances violence reported promptly looked local teams said,https://www.ndtv.com/india-news/tripura-assembly-polls-remains-largely-violence-free-election-body-3789105,election commission reported tripura assthembly polls largely violencefree estimated voter turnout complaints dthemanding repolling major violence attacks candidates agents intimidation voters throwing bombs damage evms poll panel said minor instances violence promptly looked local teams
86,bjp president nadda tuesday asserted solution naga political issue final stage narendra modi government tirelessly working itaddressing election rally nadda also said commitments given eastern nagaland peoples organisation seeking rate state fulfilled letter spiritprime minister narendra modi eager resolve naga political issue union home minister amit shah tirelessly worked come final stage bjp president said rally held support candidates bjp ally ndppnagaland chief minister neiphiu rio deputy chief minister patton state bjp president tthemjen imna along witnesses centre taken lots efforts solve desold issue saidreleased bjps manifesto nagaland assthembly election,https://www.ndtv.com/india-news/solution-to-naga-issue-at-final-stage-nadda-claims-at-election-rally-3782886,bjp president nadda said solution naga political issue final stage modi government working tirelessly election rally nagaland also said commitments given eastern nagaland peoples organisation fulfilled letter spirit bjp released manifesto nagaland assthembly election
87,amid congress criticism government rthemarks leaders lok sabha rajya sabha rthemoved proceedings home minister amit shah said first time someone comments made parliament expunged two houses place hold discussion rules using parliamentary languagein exclusive interview ani home minister also slammed opposition sloganeering prime ministers reply rajya sabha motion thanks presidents address said people see happens parliamenthe also referred comments social media platforms pm modis speech rajya sabha saw constant disruptionsthis first time someone comments made parliament expunged history parliament proceedings clearly shows parliament place hold discussion rules using parliamentary language said,https://www.ndtv.com/india-news/not-first-time-remarks-expunged-people-see-what-happens-in-parliament-amit-shah-3780416,home minister amit shah said expunging comments made parliament new parliament place hold discussions using parliamentary language also criticized oppositions sloganeering prime ministers reply rajya sabha referred comments social media pm modis speech rajya sabha saw constant disruptions
88,union home minister amit shah thursday said bjp broke alliance npp elections meghalaya contest assthembly seats themerge stronger addressing election rally north tura constituency appealed people vote bjp promising end corruption statedue mismanagthement corruption state deficit rs crore huge amount small state like meghalaya per rbi report meghalaya developing slowest pace country saidmake bjp strong party state end corruption told rallythe bjp part nppled mda government contesting seats uary elections,https://www.ndtv.com/india-news/meghalaya-polls-bjp-broke-alliance-in-meghalaya-to-contest-all-seats-amit-shah-3789158,union home minister amit shah addressed election rally meghalaya thursday appealed people vote bjp promised end corruption state stated bjp broke alliance npp elections contest assthembly seats themerge stronger shah also highlighted issue mismanagthement corruption state citing deficit rs crore urged people make bjp strong party state end corruption
89,bjp national president jp nadda today released manifesto upcoming meghalaya assthembly polls state capital shillongelaborating manifesto titled thempowered meghalaya mr nadda said name signifies modi meghalayaspeaking unveiling partys poll pledges bjp national president said potential northeast state rich culture tradition suitably harnessed utilized till datehe said lot done state plenty scope developmentcorruption also major issue posed hindrance development meghalaya mr nadda saidhe added bjp wants work towards corruptionfree meghalaya delivering strong governancehe added strong meghalaya could created strong bjp governmentwe need raise visions mega meghalaya think big,https://www.ndtv.com/india-news/income-support-for-women-increased-pension-in-bjp-manifesto-for-meghalaya-3784388,bjp national president jp nadda released party manifesto upcoming meghalaya assthembly polls shillong promising work towards corruptionfree meghalaya deliver strong governance
90,united dthemocratic party udp major constituent ruling national peoples partyled meghalaya dthemocratic alliance mda udp six seats helped npp form government support bjp regional parties year npp bjp ded contest polls alone udp also announced prepoll alliance meghalaya assthembly speaker metbah lyngdoh among prominent names fielded udp election month five points himmetbah lyngdoh president united dthemocratic party threetime mla senior udp leader made minister tourism conrad sangmaled government stepped year later file nomination assthembly speaker electionin metbah lyngdoh took charge udps chief elected unopposed,https://www.ndtv.com/india-news/2023-meghalaya-assembly-election-5-points-on-meghalaya-assembly-speaker-metbah-lyngdoh-3788545,united dthemocratic party udp key player ruling national peoples partyled meghalaya dthemocratic alliance mda contesting years elections alone udp president threetime mla metbah lyngdoh served states tourism minister among partys prominent candidates
91,get seats tripura results opposition able show face public dr manik saha said exclusive interview ndtv aa also accused opposition lying trying mislead voters yearold said waiting day state oppositionthe opposition lied voters tried mislead ththem waiting tripura oppositionless dr saha saidthe left parties ruled tripura years since brief interruption congress came power bjp seats mthember assthembly ally ipft indigenous peoples front tripura eight seats bjp contesting seats election ipft contesting five seats,https://www.ndtv.com/india-news/waiting-for-opposition-less-tripura-chief-minister-manik-saha-ahead-of-polls-3780739,bjps tripura vice president dr manik saha interview ndtv expressed confidence getting seats assthembly election claimed opposition able show face public election accused opposition lying misleading voters stated waiting day state opposition bjp contesting seats upcoming election tripura ally ipft contesting rthemaining five seats
92,bjp president nadda tuesday asserted solution naga political issue final stage narendra modi government tirelessly working itaddressing election rally nadda also said commitments given eastern nagaland peoples organisation seeking rate state fulfilled letter spiritprime minister narendra modi eager resolve naga political issue union home minister amit shah tirelessly worked come final stage bjp president said rally held support candidates bjp ally ndppnagaland chief minister neiphiu rio deputy chief minister patton state bjp president tthemjen imna along witnesses centre taken lots efforts solve desold issue saidreleased bjps manifesto nagaland assthembly election,https://www.ndtv.com/india-news/solution-to-naga-issue-at-final-stage-nadda-claims-at-election-rally-3782886,bjp president nadda said naga political issue final stage commitments eastern nagaland peoples organisation fulfilled releasing partys manifesto nagaland assthembly election
93,national dthemocratic progressive party ndpp entered alliance bharatiya party bjp nagaland elections winning together ndpp contesting assthembly seats bjp eyeing seats state last election ndpp seats welcomed mlas naga peoples front npf likely benefit upcoming polls rebel mlas led former nagaland chief minister tr zelianghere points tr zeliangvoting mthember nagaland assthembly held uary votes counted along tripura meghalaya,https://www.ndtv.com/india-news/2023-nagaland-assembly-election-5-points-on-former-chief-minister-tr-zeliang-3784793,ndpp bjp formed alliance nagaland assthembly elections ndpp contesting seats bjp contesting seats alliance expected benefit mlas naga peoples front joined ndpp led former nagaland chief minister tr zeliang voting held uary results announced along tripura meghalaya
94,tipra motha chairman pradyot kishore manikya debbarma tuesday announced quit politics uary assthembly elections never seek votes aaaaaaabubagra kingaddressing rally last day campaign scion former royal family tripura said many leaders deserted without understanding feeling putting fight protecting rights poor people food shelter education accessaaaaaa atoday last speech political stage never seek votes bubagra assthembly elections pained fought tough battle youaaaaaaa saidtripura go poll mthember assthembly uary counting take place sure bubagra politics people forever,https://www.ndtv.com/india-news/tipra-motha-chairman-pradyot-debbarma-says-he-will-quit-politics-after-polls-3783165,tipra motha chairman pradyot kishore manikya debbarma announced quit politics uary assthembly elections never seek votes bubagra said many leaders deserted fought tough battle protect rights poor people access food shelter education tripura go polls mthember assthembly uary counting take place h
95,five years trouncing left bjp go tripura elections seeking retain power party contesting polls alliance indigenous peoples front tripura ipft bjp contest seats ipft gets rthemaining five aa voting mthember tripura held uary results ared union minister state pratima bhoumik one bjps prominent candidates tripura elections points,https://www.ndtv.com/india-news/tripura-assembly-election-2023-5-points-on-union-minister-of-state-pratima-bhoumik-3773725,bjp ipft contest upcoming tripura elections alliance bjp contesting seats ipft contesting five results ared h
97,attacking bharatiya ta party bjp congress ahead tripura assthembly polls west bengal chief minister trinamool congress tmc suprthemo mamata banerjee tuesday said congress bjps team bkeen expanding partys footprint states mamata banerjee held tmc workers supporters agartala tuesday tripura assthembly elections scheduled uary counting votes take place attacking congress tmc chief said congress bjps team bshe said congress associated would never left party congress team bjpaddressing public meeting tripura ms banerjee said done development work bengal provide swasthya sathi cards health insurance,https://www.ndtv.com/india-news/congress-is-b-team-of-bjp-says-mamata-banerjee-at-tripura-rally-3761178,mamata banerjee attacked bharatiya ta party bjp congress ahead tripura assthembly polls saying congress bjps team done development work bengal provided swasthya sathi cards health insurance
98,bjp thursday announced bernard state unit vicepresident former militant leader official candidate chief minister conrad sangma south tura constituencythe bjp contest seats meghalaya assthembly announced names candidates thursdayit last month ded break away ruling meghalaya dthemocratic alliance led conrad sangma go alone state election party spokesman said hereamong whose names featured list bjps two sitting mlas sanbor shullai hek contest south shillong pynthorukhrah constituencies city saidsitting mlas quit parties past months joined bjp also accommodated list,https://www.ndtv.com/india-news/meghalaya-elections-bjp-fields-bernard-n-marak-against-chief-minister-conrad-sangma-3746727,bjp announced bernard state unit vicepresident official candidate chief minister conrad sangma south tura constituency contest seats meghalaya assthembly announced names candidates thursday
99,bjp saturday appointed union minister dharmendra pradhan incharge upcoming karnataka assthembly polls party statthement saidtamil nadu bjp unit president annamalai coincharge highstakes polls ruling party opposition congress launched intensive public outreach elections likely held lmaydharmendra pradhan veteran organisation man party tasked handling several elections pasta skillful politician expected mobilise state organisation sorting internal issues local unit maximise efforts retain power important southern state,https://www.ndtv.com/karnataka-news/union-minister-dharmendra-pradhan-is-bjps-in-charge-for-karnataka-assembly-polls-3752221,bjp appointed union minister dharmendra pradhan incharge upcoming karnataka assthembly polls tamil nadu bjp unit president annamalai coincharge
100,northeastern state tripura go polls uary voting assthembly seats held one phase votes counted tripura chosen cpimled left front government years bharatiya party bjp scored historic win communist party india ist aiming regain power state joined hands congresscpm fielded candidates seats giving ticket prominent leaders tripura state secretary jitendra choudhurybelow points jitendra choudhury,https://www.ndtv.com/india-news/2023-tripura-assembly-election-5-points-on-left-leader-jitendra-choudhury-3771726,communist party india ist aiming regain power tripura fielding candidates seats including jitendra choudhury
101,meghalaya congress saturday promised one job household free healthcare free education girls class voted powerin manifesto uary election released saturday senior leader jairam ramesh congress also promised free roofing materials free power units free lpg cylinders quarterly bpl families across statein tweet mr kharge said dear people meghalaya incmeghalaya made solthemn promises future commitment shall foundation star meghalaya thempowering women power cut free meghalaya drug free meghalaya unthemployment free meghalaya corruption free meghalaya congress chief said referring five commitments made party earlier make meghalaya aaa star state,https://www.ndtv.com/india-news/congs-promises-shall-be-foundation-of-5-star-meghalaya-3775530,meghalaya congress promised one job household free healthcare free education girls class part manifesto uary election
102,attacking bharatiya ta party bjp congress ahead tripura assthembly polls west bengal chief minister trinamool congress tmc suprthemo mamata banerjee tuesday said congress bjps team bkeen expanding partys footprint states mamata banerjee held tmc workers supporters agartala tuesday tripura assthembly elections scheduled uary counting votes take place attacking congress tmc chief said congress bjps team bshe said congress associated would never left party congress team bjpaddressing public meeting tripura ms banerjee said done development work bengal provide swasthya sathi cards health insurance,https://www.ndtv.com/india-news/congress-is-b-team-of-bjp-says-mamata-banerjee-at-tripura-rally-3761178,mamata banerjee attacked bharatiya ta party bjp congress ahead tripura assthembly polls saying congress bjps team done development work bengal provided swasthya sathi cards health insurance
103,authorities pollbound meghalaya seized unaccounted cash rs lakh village east jaintia hills district officials said sundaythe unaccounted cash recovered vehicles coming assam three rate operations umkiang village sutngasaipung assthembly constituency saidaaaaaa athe district authorities seized rs lakh cash sutngasaipung assthembly seat one arrested far cash seizuresaaaaaaa meghalaya chief electoral officer fr kharkongor told ptieast jaintia hills sp jagpal dhanoa said cash seized vehicles coming neighbouring assam friday occupants cars could produce valid document carrying liquid assetsutngasaipung constituency considered one expenditure sensitive assthembly seats identified commissionelections mthember meghalaya assthembly held uary counting votes take place h,https://www.ndtv.com/india-news/over-rs-10-lakh-unaccounted-cash-seized-in-poll-bound-meghalaya-3714153,authorities pollbound meghalaya seized unaccounted cash rs lakh vehicles coming assam umkiang village sutngasaipung assthembly constituency one arrested far
104,west bengal chief minister trinamool congress tmc suprthemo mamata banerjee tuesday asserted party oust double engine government bjp provide people country alternative bjpaddressing public rally agartala claimed dthemocracy taken backseat tripura bjp rule parties allowed organise political meetings journalists lost right gather newstwo years ago party leaders activists attacked vehicles vandalized ththem illegally put behind bars dthemocracy bad shape state leaders mthembers became subjects torture protesting misdeeds statedin oblique reference bjp banerjee also said party cannot guarantee days work people right ask vote,https://www.ndtv.com/india-news/trinamool-congress-can-oust-double-engine-government-mamata-banerjee-in-tripura-3761823,mamata banerjee claimed dthemocracy taken backseat tripura bjp rule parties allowed organise political meetings journalists lost right gather news also said party cannot guarantee days work right ask vote
105,bjp contest seats meghalaya assthembly fight nagaland elections alliance states ruling nationalist dthemocratic progressive party contesting seatsbjp secretary northeast coincharge rituraj sinha told reporters today party fight meghalaya polls campaign tagline mpower modi power asserting people state trust prime minister narendra modi believe modi person ensure corruptionfree government fast track development saidnagaland meghalaya bjp chief tthemjen imna along ernest mawrie respectively also named party candidates approved partys central election committeemr sinha claimed people northeastern states fed corruption slow pace development even though central government schthemes reached ththem though believe implthementation could better said,https://www.ndtv.com/india-news/bjp-to-contest-all-60-seats-in-meghalaya-election-3746310,bjp contest meghalaya nagaland elections campaign tagline mpower modi power ensure corruptionfree government fasttrack development
106,karnataka chief minister basavaraj bommai saturday hit congress party saying party use cheap language shows scared defeat upcoming karnataka assthembly electionspeaking sankalp yatra mk hubli belagavi said congress rthemthembered praja dhwani power name social justice cheated scst communities present bjp government ensured social justice farmers difficulty cm yediyurappa went rescue cm yediyurappa given free power supply interestfree agro loan input subsidy flood fury support price food produces subsidy working classes,https://www.ndtv.com/india-news/fear-of-defeat-in-karnataka-elections-haunts-congress-basavaraj-bommai-3732633,basavaraj bommai hit congress party saying scared defeat upcoming karnataka assthembly election praised cm yediyurappa providing free power supply interestfree agro loan input subsidy support price food produces subsidy working classes
107,chief minister tripura manik saha conducted rally state capital agartalaaa held doortodoor campaign booth ward assthembly constituency town bordowalitripura go assthembly polls uary counting votes occur along meghalaya nagalandthe election campaign state tripura full fledge defence minister bjp leader rajnath singh arrived tripura tuesday address bjps vijay sankalp rallies unakoti west tripura district pollbound state todayon monday union home minister amit shah tripura chief minister manik saha held roadshow ashram chowmuhani chowmuhani mode banmalipur agartalamr shah exuded confidence forming government tripura saying bjp return power immense majority,https://www.ndtv.com/india-news/tripura-chief-ministers-door-to-door-campaign-in-agartala-ahead-of-polls-3760606,election campaign tripura underway chief minister manik saha conducting doortodoor campaign defence minister rajnath singh addressing bjps vijay sankalp rallies
108,meghalaya chief minister national peoples party npp national president conrad sangma today filed nomination papers tura upcoming assthembly election take place later monthaa mr sangma filed nomination returning officer south tura additional deputy commissioner saljong turabefore filing nomination mr sangma visited fathers grave accompanied wife tura conrad sangmas father pa sangma former chief minister meghalaya died positive wave national peoples party opposition disintegrating day day chief minister told reportersaa political scenario trend shows npp heading towards getting absolute majority confident added,https://www.ndtv.com/india-news/meghalaya-chief-minister-conrad-sangma-files-nomination-to-contest-from-south-tura-seat-3753328,conrad sangma filed nomination papers upcoming assthembly election meghalaya npp heading towards absolute majority visited fathers grave accompanied wife
109,election commission ec friday suspended subdivisional police officer sdpo rthemoved two officers charge ocs taking appropriate action attack congress bike rally west tripura officials saidthe stringent move came congress submitted representation eci violence majlishpur barely km capital townfifteen congress leaders workers including aicc general secretary ajay ku suffered injuries attack earlier week party mla sudip roy barman claimedshortly incident police registered three firs arrested eight people alleged involvthementthe chief secretary dgp directed ensure level playing field political parties initiate strict action partisan officers,https://www.ndtv.com/india-news/election-body-suspends-3-cops-over-attack-on-congress-rally-in-tripura-3711268,ec suspended subdivisional police officer rthemoved two ocs taking appropriate action attack congress bike rally west tripura chief secretary dgp directed ensure level playing field initiate strict action partisan officers
110,meghalaya chief minister national peoples party npp national president conrad sangma today filed nomination papers tura upcoming assthembly election take place later monthaa mr sangma filed nomination returning officer south tura additional deputy commissioner saljong turabefore filing nomination mr sangma visited fathers grave accompanied wife tura conrad sangmas father pa sangma former chief minister meghalaya died positive wave national peoples party opposition disintegrating day day chief minister told reportersaa political scenario trend shows npp heading towards getting absolute majority confident added,https://www.ndtv.com/india-news/meghalaya-chief-minister-conrad-sangma-files-nomination-to-contest-from-south-tura-seat-3753328,conrad sangma filed nomination papers upcoming assthembly election meghalaya npp heading towards absolute majority visited fathers grave accompanied wife
111,amit shah arrived state saturday night received maharaja bir bikram airport chief minister manik saha assam counterpart himanta biswa sarma senior bjp leader biplab kudeb party sources saidthe northeast states tripura meghalaya nagaland go polls month elections due tripura uary aa followed meghalaya nagaland uary results terms three state assthemblies strength mthembers end nagaland meghalaya tripura delicious manipuri cuisine lunch home bjp karyakarta shri ajit sinha ji chandipur grateful family amazing host pictwittercomiqfbcmeboffered prayers maa tripura sundari tthemple tripura may maa tripura sundari bestow blessings nation people tripura,https://www.ndtv.com/india-news/elections-2023-tripura-elections-nagaland-elections-meghalaya-elections-live-updates-3772561,amit shah arrived tripura saturday night received chief minister manik saha assam counterpart himanta biswa sarma senior bjp leader biplab kudeb lunch home bjp karyakarta shri ajit sinha ji offered prayers maa tripura sundari tthemple
