Input_Text,,Source,,Summary
"The BJP on Thursday announced Bernard N Marak, its state unit vice-president, and a former militant leader, as its official candidate against Chief Minister Conrad K Sangma in the South Tura constituency.The BJP will contest all 60 seats in the Meghalaya assembly and announced the names of all its candidates on Thursday.It had last month decided to break away from the ruling Meghalaya Democratic Alliance led by Conrad Sangma and go it alone in the state election, a party spokesman said here.Among those whose names featured in the list were BJP's two sitting MLAs - Sanbor Shullai and A L Hek who will contest from South Shillong and Pynthorukhrah constituencies in the city, he said.Sitting MLAs who quit other parties in the past few months and joined BJP were also accommodated in the list.",,https://www.ndtv.com/india-news/meghalaya-elections-bjp-fields-bernard-n-marak-against-chief-minister-conrad-sangma-3746727,,"The BJP has announced Bernard N Marak, its state unit vice-president, as its official candidate against Chief Minister Conrad K Sangma in the South Tura constituency. It will contest all 60 seats in the Meghalaya assembly and announced the names of all its candidates on Thursday."
"The BJP on Saturday appointed Union Minister Dharmendra Pradhan its in-charge for the upcoming Karnataka assembly polls, a party statement said.Tamil Nadu BJP unit president K Annamalai will be the co-incharge for the high-stakes polls where both the ruling party and the opposition Congress have launched intensive public outreach for the elections likely to be held in April-May.Dharmendra Pradhan, a veteran organisation man of the party, has been tasked with handling several elections in the past.A skillful politician, he will be expected to mobilise the state organisation while sorting out internal issues in the local unit to maximise efforts to retain power in the important southern state..",,https://www.ndtv.com/karnataka-news/union-minister-dharmendra-pradhan-is-bjps-in-charge-for-karnataka-assembly-polls-3752221,,"The BJP has appointed Union Minister Dharmendra Pradhan as its in-charge for the upcoming Karnataka assembly polls, with Tamil Nadu BJP unit president K Annamalai as co-incharge."
"The northeastern state of Tripura will go to polls on February 16. Voting for the 60 Assembly seats will be held in one phase and the votes will be counted on March 2.Tripura had chosen the CPI(M)-led Left Front government for 25 years until the Bharatiya Janta Party (BJP) scored a historic win in 2018. Now, the Communist Party of India (Marxist) is aiming to regain power in the state and has joined hands with the Congress.CPM has fielded candidates on 43 seats giving ticket to prominent leaders such as Tripura state secretary Jitendra Choudhury.Below are 5 points on Jitendra Choudhury..",,https://www.ndtv.com/india-news/2023-tripura-assembly-election-5-points-on-left-leader-jitendra-choudhury-3771726,,"The Communist Party of India (Marxist) is aiming to regain power in Tripura by fielding candidates on 43 seats, including Jitendra Choudhury."
"The Meghalaya Congress on Saturday promised one job to each household, free healthcare for all and free education for all girls up to class 12, if voted to power.In its manifesto for the February 27 election which was released on Saturday by senior leader Jairam Ramesh, the Congress also promised free roofing materials, free power of up to 200 units and free LPG cylinders quarterly to BPL families across the state.In a tweet, Mr Kharge said, ""Dear people of Meghalaya, @INCMeghalaya has made 5 solemn promises for your future. Our commitment shall be the foundation of a '5 Star Meghalaya'."" ""Empowering Women; Power cut Free Meghalaya; Drug Free Meghalaya; Unemployment Free Meghalaya; Corruption Free Meghalaya,"" the Congress chief said referring to the five commitments made by the party earlier to make Meghalaya aÃ‚ '5-star' state.",,https://www.ndtv.com/india-news/congs-promises-shall-be-foundation-of-5-star-meghalaya-3775530,,"The Meghalaya Congress has promised one job to each household, free healthcare for all, and free education for all girls up to class 12, as part of its manifesto for the February 27 election."
"Attacking the Bharatiya Janata Party (BJP) and Congress ahead of the Tripura Assembly polls, West Bengal Chief Minister and Trinamool Congress (TMC) supremo Mamata Banerjee on Tuesday said Congress is BJP's 'team B'.Keen on expanding her party's footprint in other states, Mamata Banerjee held a march with TMC workers and supporters in Agartala on Tuesday as Tripura Assembly elections are scheduled on February 16. The counting of votes will take place on March 2.Attacking Congress, the TMC chief said the Congress is the BJP's team B.She said, ""This Congress is not that I was associated with once. if it was then I would have never left that party. This Congress is the 'B' team of BJP.""Addressing a public meeting in Tripura, Ms Banerjee said, ""We have done development work in Bengal. We provide 'Swasthya Sathi' cards for health insurance.",,https://www.ndtv.com/india-news/congress-is-b-team-of-bjp-says-mamata-banerjee-at-tripura-rally-3761178,,"Mamata Banerjee has attacked the Bharatiya Janata Party (BJP) and Congress ahead of the Tripura Assembly polls, saying the Congress is the BJP's 'B' team. She has done development work in Bengal and provided 'Swasthya Sathi' cards for health insurance."
"Authorities in poll-bound Meghalaya have seized unaccounted cash of over Rs 10 lakh in a village in East Jaintia Hills district, officials said on Sunday.The unaccounted cash was recovered from vehicles coming from Assam in three separate operations in Umkiang village in the Sutnga-Saipung assembly constituency, they said.Ã¢â‚¬Å“The district authorities have seized Rs 10.72 lakh in cash in Sutnga-Saipung assembly seat. No one was arrested so far in these cash seizures,Ã¢â‚¬Â Meghalaya Chief Electoral Officer FR Kharkongor told PTI.East Jaintia Hills SP Jagpal Dhanoa said the ""cash was seized from vehicles coming from neighbouring Assam on Friday"" as the occupants of such cars could not produce any valid document for carrying the liquid asset.Sutnga-Saipung constituency is considered one of the 'expenditure sensitive' assembly seats identified by the commission.Elections to 60-member Meghalaya assembly will be held on February 27, and counting of votes will take place on March 2..",,https://www.ndtv.com/india-news/over-rs-10-lakh-unaccounted-cash-seized-in-poll-bound-meghalaya-3714153,,Authorities in poll-bound Meghalaya have seized unaccounted cash of over Rs 10 lakh from vehicles coming from Assam in Umkiang village in Sutnga-Saipung assembly constituency. No one has been arrested so far.
"West Bengal Chief Minister and Trinamool Congress (TMC) supremo Mamata Banerjee on Tuesday asserted that hers is the only party that can oust the double engine government of the BJP, and provide the people of the country with an alternative to the BJP.Addressing a public rally in Agartala, she claimed that democracy has taken a backseat in Tripura under the BJP rule, as ""parties were not allowed to organise political meetings, and journalists lost their right to gather news"".""Two years ago, our party leaders and activists were attacked, their vehicles vandalized. Some of them were illegally put behind the bars. Democracy is in a bad shape in the state, and our leaders and members became subjects of torture for protesting against misdeeds,"" she stated.In an oblique reference to the BJP, Banerjee also said that the party which cannot guarantee 100 days' work to people has no right to ask to vote.",,https://www.ndtv.com/india-news/trinamool-congress-can-oust-double-engine-government-mamata-banerjee-in-tripura-3761823,,"Mamata Banerjee claimed that democracy has taken a backseat in Tripura under the BJP rule, as parties were not allowed to organise political meetings and journalists lost their right to gather news. She also said that the party which cannot guarantee 100 days' work has no right to ask to vote."
"The BJP will contest on all 60 seats of the Meghalaya Assembly and fight the Nagaland elections in an alliance with the state's ruling Nationalist Democratic Progressive Party, contesting on 20 of 60 seats.BJP secretary and its northeast co-incharge Rituraj Sinha told reporters today that the party will fight the Meghalaya polls under the campaign tagline of ""M-Power"" (Modi power), asserting that people of the state have trust in Prime Minister Narendra Modi. They believe Modi is the only person who can ensure a corruption-free government and fast track development, he said.Nagaland and Meghalaya BJP chief Temjen Imna Along and Ernest Mawrie, respectively also named party candidates approved by the party's central election committee.Mr Sinha claimed that people in the northeastern states are fed up of corruption and slow pace of development, even though central government schemes have reached them. They, though, believe that their implementation could have been better, he said.",,https://www.ndtv.com/india-news/bjp-to-contest-all-60-seats-in-meghalaya-election-3746310,,"The BJP will contest the Meghalaya and Nagaland elections under the campaign tagline of ""M-Power"" (Modi power) to ensure a corruption-free government and fast-track development."
"Karnataka Chief Minister Basavaraj Bommai on Saturday hit out at the Congress party saying ""the party use cheap language which shows that they are scared of defeat in the upcoming Karnataka assembly election.""Speaking at Jan Sankalp Yatra in M.K Hubli in Belagavi, he said, ""The Congress has now remembered 'Praja Dhwani' but what did they do while they were in power from 2013 to 2018? In the name of social justice, they cheated SC/ST communities. The present BJP government has ensured social justice. When Farmers were in difficulty, it was CM Yediyurappa who went to their rescue. While he was the CM, Yediyurappa had given free power supply, interest-free agro loan, input subsidy during the flood fury, support price for food produces and subsidy for the working classes.",,https://www.ndtv.com/india-news/fear-of-defeat-in-karnataka-elections-haunts-congress-basavaraj-bommai-3732633,,"Basavaraj Bommai hit out at the Congress party, saying they are scared of defeat in the upcoming Karnataka assembly election. He praised CM Yediyurappa for providing free power supply, interest-free agro loan, input subsidy, support price for food produces and subsidy for the working classes."
"The Chief Minister of Tripura Manik Saha conducted a rally in State Capital Agartala.Ã‚ He held a door-to-door campaign at booth no. 41 & ward no. 39 of his assembly constituency Town Bordowali.Tripura will go to Assembly polls on February 16. The counting of votes will occur on March 2 along with those of Meghalaya and Nagaland.The election campaign in the state of Tripura is on full fledge. Defence Minister and BJP leader Rajnath Singh arrived in Tripura on Tuesday. He will address BJP's 'Vijay Sankalp' rallies in Unakoti & West Tripura district in the poll-bound state today.On Monday, Union Home Minister Amit Shah and Tripura Chief Minister Manik Saha held a roadshow from 'Ashram Chowmuhani' to 'Chowmuhani Mode' at Banmalipur in Agartala.Mr Shah exuded confidence in forming the government once again in Tripura saying the BJP will return to power with a more immense majority than in 2018.",,https://www.ndtv.com/india-news/tripura-chief-ministers-door-to-door-campaign-in-agartala-ahead-of-polls-3760606,,"The election campaign in Tripura is underway, with Chief Minister Manik Saha conducting a door-to-door campaign and Defence Minister Rajnath Singh addressing BJP's 'Vijay Sankalp' rallies."
"Meghalaya Chief Minister and National People's Party (NPP) national president Conrad K Sangma today filed his nomination papers in Tura for the upcoming Assembly election that will take place later this month.Ã‚ Mr Sangma filed his nomination before the Returning Officer of 51-South Tura and Additional Deputy Commissioner, Saljong R Marak, at Tura.Before filing his nomination, Mr Sangma visited his father's grave and was accompanied by his wife in Tura. Conrad Sangma's father, PA Sangma, was the former Chief Minister of Meghalaya, he died in March 2016.""There is a positive wave for the National People's Party, and the opposition is disintegrating day by day,"" the Chief Minister told reporters.Ã‚ ""In this political scenario, the trend shows that the NPP is heading towards getting an absolute majority, and we are confident about it,"" he added.",,https://www.ndtv.com/india-news/meghalaya-chief-minister-conrad-sangma-files-nomination-to-contest-from-south-tura-seat-3753328,,"Conrad K Sangma filed his nomination papers for the upcoming Assembly election in Meghalaya, where the NPP is heading towards an absolute majority. He visited his father's grave and was accompanied by his wife."
"The Election Commission (EC) on Friday suspended a sub-divisional police officer (SDPO) and removed two officers in charge (OCs) for ""not taking appropriate action"" during an attack on a Congress bike rally in West Tripura, officials said.The stringent move came after the Congress submitted a representation to the ECI on the violence in Majlishpur, barely 18 km from the capital town.Fifteen Congress leaders and workers, including AICC general secretary Ajay Kumar, suffered injuries in the attack, earlier this week, party MLA Sudip Roy Barman has claimed.Shortly after the incident, the police registered three FIRs and arrested eight people for their alleged involvement.""The chief secretary and the DGP were directed to ensure a level playing field for all political parties, and to initiate strict action against partisan officers.",,https://www.ndtv.com/india-news/election-body-suspends-3-cops-over-attack-on-congress-rally-in-tripura-3711268,,"The EC suspended a sub-divisional police officer and removed two OCs for ""not taking appropriate action"" during an attack on a Congress bike rally in West Tripura. The chief secretary and DGP were directed to ensure a level playing field and initiate strict action against partisan officers."
"Meghalaya Chief Minister and National People's Party (NPP) national president Conrad K Sangma today filed his nomination papers in Tura for the upcoming Assembly election that will take place later this month.Ã‚ Mr Sangma filed his nomination before the Returning Officer of 51-South Tura and Additional Deputy Commissioner, Saljong R Marak, at Tura.Before filing his nomination, Mr Sangma visited his father's grave and was accompanied by his wife in Tura. Conrad Sangma's father, PA Sangma, was the former Chief Minister of Meghalaya, he died in March 2016.""There is a positive wave for the National People's Party, and the opposition is disintegrating day by day,"" the Chief Minister told reporters.Ã‚ ""In this political scenario, the trend shows that the NPP is heading towards getting an absolute majority, and we are confident about it,"" he added.",,https://www.ndtv.com/india-news/meghalaya-chief-minister-conrad-sangma-files-nomination-to-contest-from-south-tura-seat-3753328,,"Conrad K Sangma filed his nomination papers for the upcoming Assembly election in Meghalaya, where the NPP is heading towards an absolute majority. He visited his father's grave and was accompanied by his wife."
"Amit Shah arrived in the state on Saturday night and was received at the Maharaja Bir Bikram Airport by Chief Minister Manik Saha, his Assam counterpart Himanta Biswa Sarma, and senior BJP leader Biplab Kumar Deb, party sources said.The northeast states of Tripura, Meghalaya and Nagaland go to polls this month with elections due in Tripura on February 16Ã‚ followed by Meghalaya and Nagaland on February 27, with results on March 2.The terms of all three state assemblies, each with a strength of 60 members, end in March - Nagaland on March 12, Meghalaya on March 15 and Tripura on March 22.Had delicious Manipuri cuisine for lunch at the home of BJP Karyakarta Shri Ajit Sinha Ji in Chandipur. Grateful to his family for being an amazing host. pic.twitter.com/I27qfbcmebOffered prayers at the Maa Tripura Sundari temple in Tripura. May Maa Tripura Sundari, bestow her blessings on the nation and the people of Tripura.",,https://www.ndtv.com/india-news/elections-2023-tripura-elections-nagaland-elections-meghalaya-elections-live-updates-3772561,,"Amit Shah arrived in Tripura on Saturday night and was received by Chief Minister Manik Saha, Assam counterpart Himanta Biswa Sarma, and senior BJP leader Biplab Kumar Deb. He had lunch at the home of BJP Karyakarta Shri Ajit Sinha Ji and offered prayers at the Maa Tripura Sundari temple."
"The three-cornered fight that is unfolding in the tiny but politically crucial state of Tripura will help the Left-Congress alliance in the upcoming assembly elections, CPI(M) general secretary Sitaram Yechury said.The Communist leader told PTI that local-level leaders will make an assessment to see Ã¢â‚¬Å“who is best able to defeat the BJPÃ¢â‚¬Â, while looking at possible adjustments with other parties (such as Tipra Motha) in the run up to the polls slated for February 16.Ã¢â‚¬Å“The BJP (and its ally IPFT) had won 18 seats in the last elections out of 20 seats in the tribal areas,Ã¢â‚¬Â pointed out Mr Yechury.In the 60-member Tripura assembly, 20 seats are reserved for tribal areas. The BJP had wonÃ‚ 36 seats to form a government in 2018, with half of them coming from the tribal region.Ã¢â‚¬Å“This time the Tipra Motha is at the forefront in tribal areas.",,https://www.ndtv.com/india-news/three-way-fight-will-help-left-cong-alliance-in-tripura-polls-sitaram-yechury-3773123,,"The three-cornered fight in Tripura will help the Left-Congress alliance in the upcoming assembly elections, with Tipra Motha at the forefront in tribal areas."
"Senior CPI(M) leader Prakash Karat said the reintroduction of the old pension scheme will be the first decision the Left-Congress alliance will take if it is voted to power in Tripura.Addressing an election rally at Khayerpur in West Tripura district on Sunday, he said the new pension scheme was not implemented in Tripura as long as the Left Front government was in power in the state.""It was the BJP that introduced the new pension scheme in the state after coming to power in 2018,"" he said.The first decision the Left-Congress will take after coming to power is bringing back the old pension scheme, the CPI(M) politburo member said.""In Himachal Pradesh, the Congress won the elections and reintroduced the old pension scheme for the employees as it had promised. In Tripura, the same thing will be done if the Left-Congress forms the next government,"" he said.",,https://www.ndtv.com/india-news/left-congress-will-implement-old-pension-scheme-if-voted-to-power-in-tripura-cpm-leader-3777160,,"The Left-Congress alliance in Tripura will take the first decision after coming to power to reintroduce the old pension scheme, similar to the Congress in Himachal Pradesh."
"Authorities in poll-bound Meghalaya have seized unaccounted cash of over Rs 10 lakh in a village in East Jaintia Hills district, officials said on Sunday.The unaccounted cash was recovered from vehicles coming from Assam in three separate operations in Umkiang village in the Sutnga-Saipung assembly constituency, they said.Ã¢â‚¬Å“The district authorities have seized Rs 10.72 lakh in cash in Sutnga-Saipung assembly seat. No one was arrested so far in these cash seizures,Ã¢â‚¬Â Meghalaya Chief Electoral Officer FR Kharkongor told PTI.East Jaintia Hills SP Jagpal Dhanoa said the ""cash was seized from vehicles coming from neighbouring Assam on Friday"" as the occupants of such cars could not produce any valid document for carrying the liquid asset.Sutnga-Saipung constituency is considered one of the 'expenditure sensitive' assembly seats identified by the commission.Elections to 60-member Meghalaya assembly will be held on February 27, and counting of votes will take place on March 2..",,https://www.ndtv.com/india-news/over-rs-10-lakh-unaccounted-cash-seized-in-poll-bound-meghalaya-3714153,,Authorities in poll-bound Meghalaya have seized unaccounted cash of over Rs 10 lakh from vehicles coming from Assam in Umkiang village in Sutnga-Saipung assembly constituency. No one has been arrested so far.
"The state is expected to witness an intense fight between Bharatiya Janata Party, which had a historic win in 2018, and the CPI (M)-led Left Front, which ruled the state for 25 years.Out of the total 60 Assembly seats, the BJP is contesting in 55 constituencies while its ally Indigenous People's Front of Tripura (IPFT) has fielded candidates in 5 seats.Deputy Chief Minister and BJP heavyweight Jishnu Dev Varma is contesting from the Charilam constituency.Here are 5 points on Jishnu Dev Varma:.",,https://www.ndtv.com/india-news/tripura-election-2023-5-points-on-deputy-chief-minister-jishnu-dev-varma-3770569,,"The state is expected to see an intense fight between the Bharatiya Janata Party (BJP) and the CPI (M)-led Left Front, with the BJP contesting in 55 constituencies and the Left Front in 5. Deputy Chief Minister Jishnu Dev Varma is contesting from the Charilam constituency."
"Choosing the BJP is a guarantee of development, underscored Prime Minister Narendra Modi at a rally in Tripura today, and appealed to the people to vote for a double engine government to reap benefits.The Prime Minister accused the Congress and the CPI (M) of promoting violence and corruption. He said the Left and Congress are doing 'kusti' (fight) in Kerala and 'dosti' (friendship) in Tripura.""Many people belonging to the Congress party were killed by the Left cadres in Tripura. The victim Congress family members would never vote for the Left parties. All of you reject the unholy alliance for the betterment of Tripura,"" the Prime Minister said on his second visit within a week to the state which is set to go to polls on February 16. The votes will be counted on March 2.",,https://www.ndtv.com/india-news/bjp-guarantees-development-pm-modi-at-tripura-rally-3778960,,"Choosing the BJP is a guarantee of development, and Prime Minister Narendra Modi appealed to the people to vote for a double engine government to reap benefits. He accused the Congress and the CPI (M) of promoting violence and corruption, and said many people belonging to the Congress party were killed by the Left cadres."
"1972: The first assembly elections conducted after Tripura attained statehood. Before January 21, 1972, Tripura was a Union Territory. Sukhamoy Sen Gupta became the Chief Minister as the Congress party won 41 seats in the Assembly.3: The number of Chief Ministers the Communist Party of India-Marxist (CPI-M), the dominant party in the Left Front, has had so far. They are Nripen Chakraborty (1978-1988), Dasarath Debbarma (1993-1998) and Manik Sarkar (1998-2018).7,303: The total number of days CPI-M's Manik Sarkar remained the Chief Minister of Tripura. Sarkar was the Chief Minister from March 11, 1998 to March 9, 2018, when the BJP came to power.51: The total number of seats won by the CPI-M in the 1977 Assembly elections. This is a record which has not yet been broken in the state.48.11: The vote share percentage of the Manik Sarkar-led CPM in the 2013 Assembly elections.",,https://www.ndtv.com/india-news/tripura-elections-2023-states-electoral-past-in-10-numbers-3775682,,"The Communist Party of India-Marxist (CPI-M) has had three Chief Ministers in Tripura, with Nripen Chakraborty (1978-1988), Dasarath Debbarma (1993-1998) and Manik Sarkar (1998-2018)."
"The Left Front on Wednesday night announced the candidates for 47 of the 60 assembly seats in the upcoming election in Tripura, according to Left Front convenor Narayan Kar. The Congress will contest the remaining 13 seats. The two parties formed an alliance to face the ruling BJP in the state.Out of the 47 seats, the Communist Party of India (Marxist) will contest for 43 seats while other Left partners - CPI, RSP, Forward Bloc - will field one candidate each.The Left Front has fielded 24 new faces and the Congress is likely to announce their candidates soon.On January 23, three special observers arrived at Agartala to review the poll preparedness.The special observers includeÃ‚ retired IAS officer Yogendra Tripathi, IPS officer Vivek Johri and retired IRS officer B Murli Kumar. They will meet with the high-level officials tomorrow at 11 am at the state guestÃ‚ house.",,https://www.ndtv.com/india-news/in-tripura-seat-sharing-left-front-to-contest-47-seats-ally-congress-13-3725438,,"The Left Front has announced 47 candidates for the upcoming election in Tripura, including 43 from the Communist Party of India (Marxist) and 13 from the Congress. Three special observers have arrived to review the poll preparedness."
"The Congress has joined hands with the CPM-led Left Front for the 2023 Tripura Assembly election. The alliance is fighting against the BJP, which came into power after a historic win in 2018. Congress is contesting in 13 constituencies while the CPM has fielded candidates for 47 seats. Congress candidates include veteran leader Sudip Roy Burman.Ã‚ Tripura goes to polls on February 16. The votes will be counted on March 2.Here are 5 points about Sudip Roy Burman.",,https://www.ndtv.com/india-news/tripura-assembly-election-2023-5-points-on-congresss-sudip-roy-burman-3774130,,"The Congress has joined hands with the CPM-led Left Front for the 2023 Tripura Assembly election, fighting against the BJP. The Congress is contesting in 13 constituencies while the CPM has fielded candidates for 47 seats, including veteran leader Sudip Roy Burman. The votes will be counted on March 2."
"Senior Congress leader Siddaramaiah, who has decided to contest the upcoming assembly election in Karnataka from Kolar segment, asserted today that he will surely win even if Prime Minister Narendra Modi and Union Home Minister Amit Shah were to campaign against him.The former Chief Minister has decided to shift his constituency from Badami in Bagalkote district in North Karnataka to Kolar citing age factor and the distance.""Let (BJP national general secretary) BL Santhosh come, BJP national president J P Nadda, Prime Minister Narendra Modi or Union Home Minister Amit Shah and campaign against me. I will surely win from Kolar,"" he told reporters.Siddaramaiah was reacting to a query that a negative campaign has begun ever since he expressed his desire to contest from Kolar in the assembly poll, which is just four months away. There were reports that handbills are being distributed in the district against Siddaramaiah.",,https://www.ndtv.com/karnataka-news/will-win-even-if-pm-modi-amit-shah-campaign-against-me-congresss-siddaramaiah-3712108,,"Siddaramaiah asserted that he will win the upcoming assembly election in Karnataka from Kolar, citing age factor and distance. He was responding to reports of a negative campaign against him."
"The Chief Minister of Tripura Manik Saha conducted a rally in State Capital Agartala.Ã‚ He held a door-to-door campaign at booth no. 41 & ward no. 39 of his assembly constituency Town Bordowali.Tripura will go to Assembly polls on February 16. The counting of votes will occur on March 2 along with those of Meghalaya and Nagaland.The election campaign in the state of Tripura is on full fledge. Defence Minister and BJP leader Rajnath Singh arrived in Tripura on Tuesday. He will address BJP's 'Vijay Sankalp' rallies in Unakoti & West Tripura district in the poll-bound state today.On Monday, Union Home Minister Amit Shah and Tripura Chief Minister Manik Saha held a roadshow from 'Ashram Chowmuhani' to 'Chowmuhani Mode' at Banmalipur in Agartala.Mr Shah exuded confidence in forming the government once again in Tripura saying the BJP will return to power with a more immense majority than in 2018.",,https://www.ndtv.com/india-news/tripura-chief-ministers-door-to-door-campaign-in-agartala-ahead-of-polls-3760606,,"The election campaign in Tripura is underway, with Chief Minister Manik Saha conducting a door-to-door campaign and Defence Minister Rajnath Singh addressing BJP's 'Vijay Sankalp' rallies."
"Union Home Minister Amit Shah will address two election rallies in Tripura on Monday, a senior party leader said.Shah is scheduled to land at MBB Airport here on Sunday at 11.30 pm.On Monday, Shah will address two election rallies at Khowai in Khowai district and Santirbazar in South Tripura district. The Union Minister will also join a road show in Agartala city on Monday, the senior party leader said.Tripura Chief Minister Manik Saha along with Yuva Morcha state president Nabadal Banik visited Khowai and Santir Bazar on Saturday to see the preparations for the two election rallies to be addressed by the Union Home Minister.Security arrangements have been beefed in the capital town in view of the road show to be led by the Union Home Minister, said a senior police officer on Sunday.",,https://www.ndtv.com/india-news/amit-shah-to-address-two-election-rallies-in-tripura-on-monday-3754467,,"Amit Shah will address two election rallies in Tripura on Monday, and will also join a road show in Agartala city. Security arrangements have been beefed in the capital town."
"With the Assembly polls in Madhya Pradesh due this year-end, Chief Minister Shivraj Singh Chouhan and state Congress president Kamal Nath have been engaged in a bitter 'question war' since a fortnight, seeking to know from each other about the ""unfulfilled"" poll promises.The opposition Congress, which formed government in the state in December 2018 but lost power in March 2020, has started making a slew of promises, including farm loan waiver and implementation of the old pension scheme.However, Chief Minister Chouhan, who has been posing questions to the opposition party almost everyday, recently told mediapersons that, Ã¢â‚¬Å“The Congress has started making false promises again. It was in power for 15 months and had issued a 973-point manifesto."" ""They have not fulfilled a single promise. At that time, the Bharatiya Janata Party was in opposition. Now, we are asking questions based on those false promises.",,https://www.ndtv.com/india-news/madhya-pradesh-shivraj-chouhan-vs-congresss-kamal-nath-on-poll-promises-in-election-year-3775116,,"Chief Minister Shivraj Singh Chouhan and state Congress president Kamal Nath have been engaged in a bitter 'question war' over the ""unfulfilled"" poll promises."
"An elderly woman in Meghalaya, where Assembly poll will be held later this month, has allegedly refused to accept freebies from contestants in East Khasi Hills district and has returned the 'gifts' given to her family.Purity Phawa, president of the women's organisation in her locality, reportedly even told candidates' agents in person that she wants to elect legislators and not distributors.Ã‚ Election to all the 60 seats in the state Assembly will be held on February 27 and counting will be held on March 2.Ms Phawa's family, which resides at Lumdiengjri in West Shillong constituency, had reportedly received freebies from the agents of ruling National People's Party candidate Mohindro Rapsang and United Democratic Party (UDP) contest Paul Lyngdoh on January 28 and 30 respectively.""I was not at home when the freebies arrived.",,https://www.ndtv.com/india-news/meghalaya-woman-refuses-freebies-gifts-given-from-election-candidates-3750674,,"Purity Phawa, an elderly woman in Meghalaya, has refused to accept freebies from contestants in East Khasi Hills district and has returned the 'gifts' given to her family."
"The BJP will contest on all 60 seats of the Meghalaya Assembly and fight the Nagaland elections in an alliance with the state's ruling Nationalist Democratic Progressive Party, contesting on 20 of 60 seats.BJP secretary and its northeast co-incharge Rituraj Sinha told reporters today that the party will fight the Meghalaya polls under the campaign tagline of ""M-Power"" (Modi power), asserting that people of the state have trust in Prime Minister Narendra Modi. They believe Modi is the only person who can ensure a corruption-free government and fast track development, he said.Nagaland and Meghalaya BJP chief Temjen Imna Along and Ernest Mawrie, respectively also named party candidates approved by the party's central election committee.Mr Sinha claimed that people in the northeastern states are fed up of corruption and slow pace of development, even though central government schemes have reached them. They, though, believe that their implementation could have been better, he said.",,https://www.ndtv.com/india-news/bjp-to-contest-all-60-seats-in-meghalaya-election-3746310,,"The BJP will contest the Meghalaya and Nagaland elections under the campaign tagline of ""M-Power"" (Modi power) to ensure a corruption-free government and fast-track development."
"The Central Election Committee (CEC) of the Bharatiya Janata Party (BJP) announced a list of 20 candidates for the Nagaland Assembly polls today.The party has decided to field Party State unit president Temjen Imna Along from the Alongtaki Legislative Assembly constituency.Apart from Temjen Imna, the party has given tickets to H. Tovihoto Ayemi from Dimapur-I; N Jacob Zhimomi from Ghaspani-I (ST); Er. Kropol Vistu from Southern Angaml-II (ST); Panjung Jamir from Tuli (ST); Imkong L Imchen from Koridang (ST); Kazheto Kinimi from Akuluto (ST); Kahull Sema from Atoizu (ST).H. Khehovi from Suruhoto (ST); Yanthungo Patton from Tyui (ST) Renbonthung Ezung from Wokha (ST); Mmhonlumo Kikon from Bhandari (ST); P. Paiwang Konyak from Tizit (ST); Konngam Konyak from Phomching (ST); Er. Cheong Konyak from Mon Town (ST). S. Pangnyu Phom from Longleng (ST); Sethrongkyu Sangtam from Longkhim Chare (ST); Bashangmongba Chang from Tuensang Sadar-I (ST); H.",,https://www.ndtv.com/india-news/bjp-releases-list-of-20-candidates-for-nagaland-assembly-polls-3746240,,"The Bharatiya Janata Party (BJP) has announced 20 candidates for the Nagaland Assembly polls, including Temjen Imna Along from the Alongtaki Legislative Assembly constituency."
"Tripura will vote for a new government in the first Assembly election of this year on February 16. A Bharatiya Janata Party-led alliance ended the 25-year rule of the Left Front government in the state in 2018 and now eyes another successive term. Manik Saha, BJP leader and incumbent Chief Minister of the state, is one of the important faces in this year's assembly election. He has been tasked with bringing his party back to power.Elections to the 60-seat Tripura Assembly will take place on February 16.Ã‚ The counting of votes will take place on March 2.Here are 5 points on Manik Saha:.",,https://www.ndtv.com/india-news/tripura-election-2023-5-points-on-chief-minister-manik-saha-3768210,," Tripura will vote for a new government in the first Assembly election of this year on February 16. A Bharatiya Janata Party-led alliance ended the 25-year rule of the Left Front government in 2018. Manik Saha, BJP leader and incumbent Chief Minister of the state, is one of the important faces in this year's election."
"Union Home Minister Amit Shah will address two election rallies in Tripura on Monday, a senior party leader said.Shah is scheduled to land at MBB Airport here on Sunday at 11.30 pm.On Monday, Shah will address two election rallies at Khowai in Khowai district and Santirbazar in South Tripura district. The Union Minister will also join a road show in Agartala city on Monday, the senior party leader said.Tripura Chief Minister Manik Saha along with Yuva Morcha state president Nabadal Banik visited Khowai and Santir Bazar on Saturday to see the preparations for the two election rallies to be addressed by the Union Home Minister.Security arrangements have been beefed in the capital town in view of the road show to be led by the Union Home Minister, said a senior police officer on Sunday.",,https://www.ndtv.com/india-news/amit-shah-to-address-two-election-rallies-in-tripura-on-monday-3754467,,"Amit Shah will address two election rallies in Tripura on Monday, and will also join a road show in Agartala city. Security arrangements have been beefed in the capital town."
